
(185, 0.356474)
(186, 0.357402)
(187, 0.357824)
(188, 0.358752)
(189, 0.358667)
(190, 0.35833)
(191, 0.359089)
(192, 0.359511)
(193, 0.360186)
(194, 0.36086)
(195, 0.361451)
(196, 0.361788)
(197, 0.361788)
(198, 0.362041)
(199, 0.361873)
(200, 0.362547)
(201, 0.363307)
(202, 0.363897)
(203, 0.364319)
(204, 0.364235)
(205, 0.364488)
(206, 0.365331)
(207, 0.365162)
(208, 0.365584)
(209, 0.366006)
(210, 0.366596)
(211, 0.366849)
(212, 0.367187)
(213, 0.368283)
(214, 0.36879)
(215, 0.36879)
(216, 0.369633)
(217, 0.370814)
(218, 0.370898)
(219, 0.371151)
(220, 0.371489)
(221, 0.371742)
(222, 0.372164)
(223, 0.372501)
(224, 0.372585)
(225, 0.373429)
(226, 0.373766)
(227, 0.373935)
(228, 0.374441)
(229, 0.375032)
(230, 0.375538)
(231, 0.375875)
(232, 0.37596)
(233, 0.376044)
(234, 0.376128)
(235, 0.37655)
(236, 0.376972)
(237, 0.377984)
(238, 0.378153)
(239, 0.378406)
(240, 0.378828)
(241, 0.378828)
(242, 0.379165)
(243, 0.379165)
(244, 0.379081)
(245, 0.378912)
(246, 0.379165)
(247, 0.379334)
(248, 0.379587)
(249, 0.380008)
(250, 0.379924)
(251, 0.379924)
(252, 0.380346)
(253, 0.380683)
(254, 0.381021)
(255, 0.381527)
(256, 0.382117)
(257, 0.382202)
(258, 0.382792)
(259, 0.383298)
(260, 0.383129)
(261, 0.383383)
(262, 0.38372)
(263, 0.384057)
(264, 0.383889)
(265, 0.384395)
(266, 0.384901)
(267, 0.384985)
(268, 0.384817)
(269, 0.384817)
(270, 0.385407)
(271, 0.385744)
(272, 0.385238)
(273, 0.385323)
(274, 0.385238)
(275, 0.385238)
(276, 0.385323)
(277, 0.38566)
(278, 0.385744)
(279, 0.385997)
(280, 0.386082)
(281, 0.386082)
(282, 0.386166)
(283, 0.386419)
(284, 0.386757)
(285, 0.386504)
(286, 0.386841)
(287, 0.387263)
(288, 0.387853)
(289, 0.388106)
(290, 0.388191)
(291, 0.388275)
(292, 0.387938)
(293, 0.387431)
(294, 0.387347)
(295, 0.387431)
(296, 0.387516)
(297, 0.387685)
(298, 0.387853)
(299, 0.387853)
(300, 0.387938)
(301, 0.387853)
(302, 0.388106)
(303, 0.388275)
(304, 0.388359)
(305, 0.388612)
(306, 0.38954)
(307, 0.389709)
(308, 0.389962)
(309, 0.390721)
(310, 0.391143)
(311, 0.391565)
(312, 0.39148)
(313, 0.39224)
(314, 0.392493)
(315, 0.39224)
(316, 0.39224)
(317, 0.392071)
(318, 0.39224)
(319, 0.392661)
(320, 0.392746)
(321, 0.39283)
(322, 0.392914)
(323, 0.393167)
(324, 0.393167)
(325, 0.392999)
(326, 0.393083)
(327, 0.393083)
(328, 0.39342)
(329, 0.393505)
(330, 0.394095)
(331, 0.394095)
(332, 0.394348)
(333, 0.394517)
(334, 0.395192)
(335, 0.395614)
(336, 0.395867)
(337, 0.395867)
(338, 0.395445)
(339, 0.396457)
(340, 0.396795)
(341, 0.397301)
(342, 0.397638)
(343, 0.397554)
(344, 0.397554)
(345, 0.397722)
(346, 0.397976)
(347, 0.397891)
(348, 0.397385)
(349, 0.397722)
(350, 0.397722)
(351, 0.397638)
(352, 0.397469)
(353, 0.397385)
(354, 0.398229)
(355, 0.398313)
(356, 0.398903)
(357, 0.398735)
(358, 0.398566)
(359, 0.39865)
(360, 0.398819)
(361, 0.399072)
(362, 0.399072)
(363, 0.398819)
(364, 0.399325)
(365, 0.399747)
(366, 0.400422)
(367, 0.400675)
(368, 0.401012)
(369, 0.401012)
(370, 0.401181)
(371, 0.40135)
(372, 0.401518)
(373, 0.401603)
(374, 0.401771)
(375, 0.40194)
(376, 0.402278)
(377, 0.402531)
(378, 0.402699)
(379, 0.402784)
(380, 0.402952)
(381, 0.402615)
(382, 0.402699)
(383, 0.402952)
(384, 0.402784)
(385, 0.403121)
(386, 0.402615)
(387, 0.402784)
(388, 0.402868)
(389, 0.403374)
(390, 0.403796)
(391, 0.403796)
(392, 0.404049)
(393, 0.403965)
(394, 0.404471)
(395, 0.404639)
(396, 0.404724)
(397, 0.404977)
(398, 0.404977)
(399, 0.405399)
(400, 0.405399)
(401, 0.405567)
(402, 0.406158)
(403, 0.406664)
(404, 0.406748)
(405, 0.406917)
(406, 0.407001)
(407, 0.407001)
(408, 0.406833)
(409, 0.406664)
(410, 0.406917)
(411, 0.406579)
(412, 0.406748)
(413, 0.406748)
(414, 0.406833)
(415, 0.406833)
(416, 0.407001)
(417, 0.407339)
(418, 0.407929)
(419, 0.408098)
(420, 0.407676)
(421, 0.408013)
(422, 0.407929)
(423, 0.40852)
(424, 0.408688)
(425, 0.408773)
(426, 0.40911)
(427, 0.409954)
(428, 0.410038)
(429, 0.410038)
(430, 0.410375)
(431, 0.410544)
(432, 0.410544)
(433, 0.410881)
(434, 0.410628)
(435, 0.410628)
(436, 0.410375)
(437, 0.410797)
(438, 0.41105)
(439, 0.411135)
(440, 0.41105)
(441, 0.411388)
(442, 0.411472)
(443, 0.410966)
(444, 0.410375)
(445, 0.410291)
(446, 0.410628)
